"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0001710","mesodermal cell fate commitment","3/1780","19/17913",0.291127770901397,0.666086880121219,0.558290928736749,"FGFR1/BMPR1A/MESP1",3
"GO:0002313","mature B cell differentiation involved in immune response","3/1780","19/17913",0.291127770901397,0.666086880121219,0.558290928736749,"PTK2B/LGALS1/XBP1",3
"GO:0010544","negative regulation of platelet activation","3/1780","19/17913",0.291127770901397,0.666086880121219,0.558290928736749,"UBASH3B/SERPINE2/CD9",3
"GO:0018195","peptidyl-arginine modification","3/1780","19/17913",0.291127770901397,0.666086880121219,0.558290928736749,"CARM1/KRTCAP2/PRDM4",3
"GO:0030859","polarized epithelial cell differentiation","3/1780","19/17913",0.291127770901397,0.666086880121219,0.558290928736749,"RHOA/CDC42/OPHN1",3
"GO:0032069","regulation of nuclease activity","3/1780","19/17913",0.291127770901397,0.666086880121219,0.558290928736749,"TMBIM6/DFFA/SIRT1",3
"GO:0032332","positive regulation of chondrocyte differentiation","3/1780","19/17913",0.291127770901397,0.666086880121219,0.558290928736749,"RELA/SMAD3/LOXL2",3
"GO:0034138","toll-like receptor 3 signaling pathway","3/1780","19/17913",0.291127770901397,0.666086880121219,0.558290928736749,"WDFY1/UBQLN1/TLR3",3
"GO:0034643","establishment of mitochondrion localization, microtubule-mediated","3/1780","19/17913",0.291127770901397,0.666086880121219,0.558290928736749,"MAP1S/RHOT1/SPAST",3
"GO:0035268","protein mannosylation","3/1780","19/17913",0.291127770901397,0.666086880121219,0.558290928736749,"TMTC3/NUS1/DPM1",3
"GO:0035728","response to hepatocyte growth factor","3/1780","19/17913",0.291127770901397,0.666086880121219,0.558290928736749,"RELA/MED1/CRK",3
"GO:0042403","thyroid hormone metabolic process","3/1780","19/17913",0.291127770901397,0.666086880121219,0.558290928736749,"GATA3/DIO2/MED1",3
"GO:0043691","reverse cholesterol transport","3/1780","19/17913",0.291127770901397,0.666086880121219,0.558290928736749,"SCARB1/CLU/APOA2",3
"GO:0046599","regulation of centriole replication","3/1780","19/17913",0.291127770901397,0.666086880121219,0.558290928736749,"NUP62/PLK2/VPS4B",3
"GO:0046655","folic acid metabolic process","3/1780","19/17913",0.291127770901397,0.666086880121219,0.558290928736749,"SHMT2/MTHFD2/MTRR",3
"GO:0047497","mitochondrion transport along microtubule","3/1780","19/17913",0.291127770901397,0.666086880121219,0.558290928736749,"MAP1S/RHOT1/SPAST",3
"GO:0048025","negative regulation of mRNA splicing, via spliceosome","3/1780","19/17913",0.291127770901397,0.666086880121219,0.558290928736749,"RNPS1/SRSF10/DYRK1A",3
"GO:0051767","nitric-oxide synthase biosynthetic process","3/1780","19/17913",0.291127770901397,0.666086880121219,0.558290928736749,"GSTP1/STAT1/MAP2K4",3
"GO:0051769","regulation of nitric-oxide synthase biosynthetic process","3/1780","19/17913",0.291127770901397,0.666086880121219,0.558290928736749,"GSTP1/STAT1/MAP2K4",3
"GO:0060039","pericardium development","3/1780","19/17913",0.291127770901397,0.666086880121219,0.558290928736749,"SMAD3/SMAD2/NKX2-6",3
"GO:0060149","negative regulation of posttranscriptional gene silencing","3/1780","19/17913",0.291127770901397,0.666086880121219,0.558290928736749,"ADAR/TP53/ZMPSTE24",3
"GO:0060967","negative regulation of gene silencing by RNA","3/1780","19/17913",0.291127770901397,0.666086880121219,0.558290928736749,"ADAR/TP53/ZMPSTE24",3
"GO:0061081","positive regulation of myeloid leukocyte cytokine production involved in immune response","3/1780","19/17913",0.291127770901397,0.666086880121219,0.558290928736749,"SEMA7A/HLA-G/DDX1",3
"GO:0090201","negative regulation of release of cytochrome c from mitochondria","3/1780","19/17913",0.291127770901397,0.666086880121219,0.558290928736749,"PPIF/CLU/ARRB2",3
"GO:0098911","regulation of ventricular cardiac muscle cell action potential","3/1780","19/17913",0.291127770901397,0.666086880121219,0.558290928736749,"JUP/DSG2/PKP2",3
"GO:0140131","positive regulation of lymphocyte chemotaxis","3/1780","19/17913",0.291127770901397,0.666086880121219,0.558290928736749,"PTK2B/TMEM102/ADAM17",3
"GO:1903798","regulation of production of miRNAs involved in gene silencing by miRNA","3/1780","19/17913",0.291127770901397,0.666086880121219,0.558290928736749,"EGFR/TP53/ZMPSTE24",3
"GO:1905288","vascular associated smooth muscle cell apoptotic process","3/1780","19/17913",0.291127770901397,0.666086880121219,0.558290928736749,"MFN2/STK4/ATF4",3
"GO:1905459","regulation of vascular associated smooth muscle cell apoptotic process","3/1780","19/17913",0.291127770901397,0.666086880121219,0.558290928736749,"MFN2/STK4/ATF4",3
"GO:2000678","negative regulation of transcription regulatory region DNA binding","3/1780","19/17913",0.291127770901397,0.666086880121219,0.558290928736749,"SIN3A/PSEN1/FBXW7",3
"GO:2000774","positive regulation of cellular senescence","3/1780","19/17913",0.291127770901397,0.666086880121219,0.558290928736749,"YPEL3/HLA-G/SIRT1",3
"GO:0120032","regulation of plasma membrane bounded cell projection assembly","19/1780","166/17913",0.29211246803303,0.666086880121219,0.558290928736749,"BCAS3/CORO1C/ARF6/RAC1/ARPC2/WASF2/RHOG/PFN1/RDX/ATG3/TAPT1/CDC42/NOTO/EVL/NCKAP1/TCHP/RAB5A/SEPTIN7/WASL",19
"GO:0002708","positive regulation of lymphocyte mediated immunity","11/1780","91/17913",0.292502965328846,0.666086880121219,0.558290928736749,"AP1G1/LAMP1/GATA3/B2M/HLA-G/HLA-E/PVR/MAP3K7/STX7/HPX/MALT1",11
"GO:1901655","cellular response to ketone","11/1780","91/17913",0.292502965328846,0.666086880121219,0.558290928736749,"DCPS/GNB1/EGFR/LARP1/AQP1/SFRP1/ADAM15/P2RY6/GNAI1/RWDD1/SIRT1",11
"GO:0040013","negative regulation of locomotion","41/1780","377/17913",0.293041522567223,0.666086880121219,0.558290928736749,"CSNK2B/CORO1C/ENG/TRIM28/RRAS/ADIPOR1/JUP/BCL2/GATA3/GSTP1/ILK/ADGRG1/DAG1/RHOA/CTNNA1/DUSP3/BST2/CITED2/TPM1/SFRP1/ADAM15/SERPINE1/TIMP1/ARHGDIB/NOG/THBS1/BMPR1A/CERS2/STRAP/CYP19A1/CRK/EVL/PDCD10/CHMP3/RYK/NFE2L2/SINHCAF/TRIM11/TP53INP1/SEPTIN7/WASL",41
"GO:0016042","lipid catabolic process","33/1780","300/17913",0.294071824444376,0.666086880121219,0.558290928736749,"RAB7A/CRTC3/PLAAT3/PRDX6/GBA/PNPLA2/ECH1/SMPD4/SCARB1/SMPD1/GM2A/BSCL2/HEXB/GDPD3/HCAR2/PLA2G7/MGLL/PLCD3/STS/ACBD5/GDE1/NEU2/CYP19A1/APOA2/SMPD2/ABHD5/ASAH1/TBL1XR1/HADHA/ACER3/PLA2G12A/PAFAH1B2/PNPLA8",33
"GO:0007260","tyrosine phosphorylation of STAT protein","10/1780","82/17913",0.295753535486502,0.666086880121219,0.558290928736749,"TNFRSF1A/PPP2R1A/HSF1/IL6ST/PARP9/HDAC2/HPX/TSLP/CNOT7/PPP2CA",10
"GO:0051188","cofactor biosynthetic process","34/1780","310/17913",0.296587345056747,0.666086880121219,0.558290928736749,"AAAS/NUP62/NUP214/GAPDH/ACLY/UBIAD1/ALAS1/TECR/ELOVL1/TP53/NUP98/POM121/GCH1/PRXL2C/ENO1/PARP9/ACSL5/NUP107/NUP160/NUP54/DLD/IREB2/KYNU/ECD/SUCLA2/ACSL3/COQ9/SEH1L/NUP153/BPGM/NFE2L2/MMADHC/PFKM/PDHX",34
"GO:0046890","regulation of lipid biosynthetic process","22/1780","195/17913",0.296647012736738,0.666086880121219,0.558290928736749,"SP1/NR1H2/MBTPS1/CTDNEP1/ADIPOR1/TNFRSF1A/SNAI1/SF1/SCARB1/NFYC/REST/ERLIN1/KPNB1/DHH/SMPD2/ASAH1/ACSL3/CREBL2/MBTPS2/FBXW7/SIRT1/SAMD8",22
"GO:0045333","cellular respiration","20/1780","176/17913",0.296804757102752,0.666086880121219,0.558290928736749,"SHMT2/NOA1/ACO2/VCP/ATP5F1D/IDH3G/CS/NDUFS2/MDH2/OXA1L/NDUFA5/DLD/IDH3A/SUCLA2/COQ9/ISCU/SDHD/COX8A/UQCRC2/ETFRF1",20
"GO:0021700","developmental maturation","29/1780","262/17913",0.297147298471298,0.666086880121219,0.558290928736749,"ARCN1/AP1G1/CLSTN1/BCL2/GATA3/PPP2R1A/MTCH1/ANKS1A/DAG1/RHOA/AP3D1/EPAS1/PFN1/FGFR1/PTK2B/NTN4/CLN5/KDM1A/TGFB2/RB1/C1QL1/DLD/FEM1B/WASHC5/YWHAZ/MBTPS2/XBP1/RND1/PICALM",29
"GO:0048332","mesoderm morphogenesis","9/1780","73/17913",0.298804424140377,0.666086880121219,0.558290928736749,"SNAI1/FGFR1/NOG/SMAD3/POFUT2/BMPR1A/MESP1/SMAD2/BMPR2",9
"GO:1904892","regulation of STAT cascade","15/1780","129/17913",0.299535869261809,0.666086880121219,0.558290928736749,"ADIPOR1/TNFRSF1A/PPP2R1A/HSF1/PTK2B/IL6ST/PARP9/PRLR/PIGU/HDAC2/HPX/TSLP/CNOT7/NLK/PPP2CA",15
"GO:0000185","activation of MAPKKK activity","2/1780","11/17913",0.299954032645795,0.666086880121219,0.558290928736749,"GADD45A/MAP4K3",2
"GO:0001682","tRNA 5'-leader removal","2/1780","11/17913",0.299954032645795,0.666086880121219,0.558290928736749,"SSB/RPP30",2
"GO:0001787","natural killer cell proliferation","2/1780","11/17913",0.299954032645795,0.666086880121219,0.558290928736749,"ELF4/HLA-E",2
"GO:0001821","histamine secretion","2/1780","11/17913",0.299954032645795,0.666086880121219,0.558290928736749,"SNAP23/SNX4",2
"GO:0001867","complement activation, lectin pathway","2/1780","11/17913",0.299954032645795,0.666086880121219,0.558290928736749,"SERPING1/MASP1",2
"GO:0002328","pro-B cell differentiation","2/1780","11/17913",0.299954032645795,0.666086880121219,0.558290928736749,"SOX4/PRKDC",2
"GO:0006044","N-acetylglucosamine metabolic process","2/1780","11/17913",0.299954032645795,0.666086880121219,0.558290928736749,"GNE/EXTL2",2
"GO:0006681","galactosylceramide metabolic process","2/1780","11/17913",0.299954032645795,0.666086880121219,0.558290928736749,"B4GALT3/CLN3",2
"GO:0007100","mitotic centrosome separation","2/1780","11/17913",0.299954032645795,0.666086880121219,0.558290928736749,"NUP62/NSFL1C",2
"GO:0009086","methionine biosynthetic process","2/1780","11/17913",0.299954032645795,0.666086880121219,0.558290928736749,"MTRR/BHMT2",2
"GO:0010172","embryonic body morphogenesis","2/1780","11/17913",0.299954032645795,0.666086880121219,0.558290928736749,"DAG1/ZNF281",2
"GO:0010623","programmed cell death involved in cell development","2/1780","11/17913",0.299954032645795,0.666086880121219,0.558290928736749,"BCL2/PRKDC",2
"GO:0010870","positive regulation of receptor biosynthetic process","2/1780","11/17913",0.299954032645795,0.666086880121219,0.558290928736749,"HDAC2/HDAC1",2
"GO:0010896","regulation of triglyceride catabolic process","2/1780","11/17913",0.299954032645795,0.666086880121219,0.558290928736749,"PNPLA2/ABHD5",2
"GO:0015697","quaternary ammonium group transport","2/1780","11/17913",0.299954032645795,0.666086880121219,0.558290928736749,"SLC22A5/SLC38A2",2
"GO:0015791","polyol transport","2/1780","11/17913",0.299954032645795,0.666086880121219,0.558290928736749,"AQP1/AQP9",2
"GO:0021521","ventral spinal cord interneuron specification","2/1780","11/17913",0.299954032645795,0.666086880121219,0.558290928736749,"DMRT3/PAX6",2
"GO:0030948","negative regulation of vascular endothelial growth factor receptor signaling pathway","2/1780","11/17913",0.299954032645795,0.666086880121219,0.558290928736749,"NIBAN2/NEDD4",2
"GO:0031442","positive regulation of mRNA 3'-end processing","2/1780","11/17913",0.299954032645795,0.666086880121219,0.558290928736749,"HSF1/CDC73",2
"GO:0031987","locomotion involved in locomotory behavior","2/1780","11/17913",0.299954032645795,0.666086880121219,0.558290928736749,"PPP3CB/VPS35",2
"GO:0032060","bleb assembly","2/1780","11/17913",0.299954032645795,0.666086880121219,0.558290928736749,"EMP3/EMP2",2
"GO:0032494","response to peptidoglycan","2/1780","11/17913",0.299954032645795,0.666086880121219,0.558290928736749,"RELA/RIPK2",2
"GO:0032957","inositol trisphosphate metabolic process","2/1780","11/17913",0.299954032645795,0.666086880121219,0.558290928736749,"PTK2B/P2RY6",2
"GO:0033148","positive regulation of intracellular estrogen receptor signaling pathway","2/1780","11/17913",0.299954032645795,0.666086880121219,0.558290928736749,"WBP2/MED1",2
"GO:0033327","Leydig cell differentiation","2/1780","11/17913",0.299954032645795,0.666086880121219,0.558290928736749,"SF1/DHH",2
"GO:0033860","regulation of NAD(P)H oxidase activity","2/1780","11/17913",0.299954032645795,0.666086880121219,0.558290928736749,"GNAI2/GNAI3",2
"GO:0042711","maternal behavior","2/1780","11/17913",0.299954032645795,0.666086880121219,0.558290928736749,"MBD2/CREBRF",2
"GO:0045116","protein neddylation","2/1780","11/17913",0.299954032645795,0.666086880121219,0.558290928736749,"UBA3/DCUN1D1",2
"GO:0045793","positive regulation of cell size","2/1780","11/17913",0.299954032645795,0.666086880121219,0.558290928736749,"KDM1A/TMEM123",2
"GO:0046007","negative regulation of activated T cell proliferation","2/1780","11/17913",0.299954032645795,0.666086880121219,0.558290928736749,"PDCD1LG2/CASP3",2
"GO:0046929","negative regulation of neurotransmitter secretion","2/1780","11/17913",0.299954032645795,0.666086880121219,0.558290928736749,"RAP1A/RAP1B",2
"GO:0048505","regulation of timing of cell differentiation","2/1780","11/17913",0.299954032645795,0.666086880121219,0.558290928736749,"SERPINE2/PAX6",2
"GO:0048548","regulation of pinocytosis","2/1780","11/17913",0.299954032645795,0.666086880121219,0.558290928736749,"NR1H2/ACTN4",2
"GO:0048875","chemical homeostasis within a tissue","2/1780","11/17913",0.299954032645795,0.666086880121219,0.558290928736749,"EPAS1/RCN3",2
"GO:0050667","homocysteine metabolic process","2/1780","11/17913",0.299954032645795,0.666086880121219,0.558290928736749,"COMT/MTRR",2
"GO:0051024","positive regulation of immunoglobulin secretion","2/1780","11/17913",0.299954032645795,0.666086880121219,0.558290928736749,"HLA-E/XBP1",2
"GO:0051132","NK T cell activation","2/1780","11/17913",0.299954032645795,0.666086880121219,0.558290928736749,"ELF4/HSPH1",2
"GO:0051561","positive regulation of mitochondrial calcium ion concentration","2/1780","11/17913",0.299954032645795,0.666086880121219,0.558290928736749,"MCUR1/TGM2",2
"GO:0055091","phospholipid homeostasis","2/1780","11/17913",0.299954032645795,0.666086880121219,0.558290928736749,"TLCD1/RCN3",2
"GO:0060573","cell fate specification involved in pattern specification","2/1780","11/17913",0.299954032645795,0.666086880121219,0.558290928736749,"DMRT3/PAX6",2
"GO:0060746","parental behavior","2/1780","11/17913",0.299954032645795,0.666086880121219,0.558290928736749,"MBD2/CREBRF",2
"GO:0060856","establishment of blood-brain barrier","2/1780","11/17913",0.299954032645795,0.666086880121219,0.558290928736749,"ENG/MFSD2A",2
"GO:0060992","response to fungicide","2/1780","11/17913",0.299954032645795,0.666086880121219,0.558290928736749,"KDM1A/KDM5B",2
"GO:0061365","positive regulation of triglyceride lipase activity","2/1780","11/17913",0.299954032645795,0.666086880121219,0.558290928736749,"NR1H2/ABHD5",2
"GO:0070203","regulation of establishment of protein localization to telomere","2/1780","11/17913",0.299954032645795,0.666086880121219,0.558290928736749,"CCT6A/CCT8",2
"GO:0070243","regulation of thymocyte apoptotic process","2/1780","11/17913",0.299954032645795,0.666086880121219,0.558290928736749,"TP53/EFNA1",2
"GO:0070471","uterine smooth muscle contraction","2/1780","11/17913",0.299954032645795,0.666086880121219,0.558290928736749,"TACR3/SETD3",2
"GO:0070673","response to interleukin-18","2/1780","11/17913",0.299954032645795,0.666086880121219,0.558290928736749,"IL18BP/RIPK2",2
"GO:0071679","commissural neuron axon guidance","2/1780","11/17913",0.299954032645795,0.666086880121219,0.558290928736749,"DAG1/RYK",2
"GO:0072321","chaperone-mediated protein transport","2/1780","11/17913",0.299954032645795,0.666086880121219,0.558290928736749,"CLU/TOR1A",2
"GO:0072611","interleukin-13 secretion","2/1780","11/17913",0.299954032645795,0.666086880121219,0.558290928736749,"GATA3/LILRA5",2
"GO:0090178","regulation of establishment of planar polarity involved in neural tube closure","2/1780","11/17913",0.299954032645795,0.666086880121219,0.558290928736749,"SFRP1/SEC24B",2
"GO:0099188","postsynaptic cytoskeleton organization","2/1780","11/17913",0.299954032645795,0.666086880121219,0.558290928736749,"WASF2/ACTB",2
"GO:0099566","regulation of postsynaptic cytosolic calcium ion concentration","2/1780","11/17913",0.299954032645795,0.666086880121219,0.558290928736749,"SYNPO/GRM5",2
"GO:1900112","regulation of histone H3-K9 trimethylation","2/1780","11/17913",0.299954032645795,0.666086880121219,0.558290928736749,"SMARCB1/SIRT1",2
"GO:1900115","extracellular regulation of signal transduction","2/1780","11/17913",0.299954032645795,0.666086880121219,0.558290928736749,"LTBP1/CD46",2
"GO:1900116","extracellular negative regulation of signal transduction","2/1780","11/17913",0.299954032645795,0.666086880121219,0.558290928736749,"LTBP1/CD46",2
"GO:1901201","regulation of extracellular matrix assembly","2/1780","11/17913",0.299954032645795,0.666086880121219,0.558290928736749,"SMAD3/ANTXR1",2
"GO:1901660","calcium ion export","2/1780","11/17913",0.299954032645795,0.666086880121219,0.558290928736749,"ATP2B3/YWHAE",2
"GO:1904263","positive regulation of TORC1 signaling","2/1780","11/17913",0.299954032645795,0.666086880121219,0.558290928736749,"RRAGA/SEH1L",2
"GO:1904396","regulation of neuromuscular junction development","2/1780","11/17913",0.299954032645795,0.666086880121219,0.558290928736749,"DCTN1/CRKL",2
"GO:1904424","regulation of GTP binding","2/1780","11/17913",0.299954032645795,0.666086880121219,0.558290928736749,"CLN5/EIF2S1",2
"GO:1905244","regulation of modification of synaptic structure","2/1780","11/17913",0.299954032645795,0.666086880121219,0.558290928736749,"RHOA/CHMP2B",2
"GO:1905383","protein localization to presynapse","2/1780","11/17913",0.299954032645795,0.666086880121219,0.558290928736749,"HSPB1/KIF5B",2
"GO:0018107","peptidyl-threonine phosphorylation","12/1780","101/17913",0.30098573502563,0.666086880121219,0.558290928736749,"EIF4G1/CSNK2B/GSK3A/BCL2/MARK2/TBK1/RIPK2/CAD/DYRK1A/PDPK1/NLK/HIPK3",12
"GO:0008209","androgen metabolic process","4/1780","28/17913",0.301259213634215,0.666086880121219,0.558290928736749,"SCARB1/MED1/CYP19A1/HSD3B1",4
"GO:0010165","response to X-ray","4/1780","28/17913",0.301259213634215,0.666086880121219,0.558290928736749,"GATA3/TP53/SFRP1/CASP3",4
"GO:0032770","positive regulation of monooxygenase activity","4/1780","28/17913",0.301259213634215,0.666086880121219,0.558290928736749,"SCARB1/PTK2B/GCH1/NUS1",4
"GO:0033688","regulation of osteoblast proliferation","4/1780","28/17913",0.301259213634215,0.666086880121219,0.558290928736749,"BCL2/RHOA/SFRP1/SMAD3",4
"GO:0048384","retinoic acid receptor signaling pathway","4/1780","28/17913",0.301259213634215,0.666086880121219,0.558290928736749,"SNW1/ACTN4/CNOT1/CRKL",4
"GO:0048730","epidermis morphogenesis","4/1780","28/17913",0.301259213634215,0.666086880121219,0.558290928736749,"BCL2/SNAI1/TGFB2/PLOD3",4
"GO:0051443","positive regulation of ubiquitin-protein transferase activity","4/1780","28/17913",0.301259213634215,0.666086880121219,0.558290928736749,"BMI1/RAB1A/FBXW7/UBE2L3",4
"GO:0061615","glycolytic process through fructose-6-phosphate","4/1780","28/17913",0.301259213634215,0.666086880121219,0.558290928736749,"GAPDH/ENO1/BPGM/PFKM",4
"GO:0061620","glycolytic process through glucose-6-phosphate","4/1780","28/17913",0.301259213634215,0.666086880121219,0.558290928736749,"GAPDH/ENO1/BPGM/PFKM",4
"GO:0070198","protein localization to chromosome, telomeric region","4/1780","28/17913",0.301259213634215,0.666086880121219,0.558290928736749,"TNKS2/CCT6A/XRCC5/CCT8",4
"GO:0070306","lens fiber cell differentiation","4/1780","28/17913",0.301259213634215,0.666086880121219,0.558290928736749,"SMAD3/SKIL/TBC1D20/KDM5B",4
"GO:0070979","protein K11-linked ubiquitination","4/1780","28/17913",0.301259213634215,0.666086880121219,0.558290928736749,"RNF4/UBE2A/UBE2L3/UBE2D3",4
"GO:0090200","positive regulation of release of cytochrome c from mitochondria","4/1780","28/17913",0.301259213634215,0.666086880121219,0.558290928736749,"TP53/PPIF/PLAUR/TNFSF10",4
"GO:0090344","negative regulation of cell aging","4/1780","28/17913",0.301259213634215,0.666086880121219,0.558290928736749,"PLK2/RBL1/PRKDC/SIRT1",4
"GO:2000108","positive regulation of leukocyte apoptotic process","4/1780","28/17913",0.301259213634215,0.666086880121219,0.558290928736749,"TP53/HCAR2/PIK3CB/SIRT1",4
"GO:0032768","regulation of monooxygenase activity","8/1780","64/17913",0.301526617343009,0.666086880121219,0.558290928736749,"EGFR/SCARB1/PTK2B/GCH1/NUS1/HSP90AA1/NOSIP/WASL",8
"GO:0046128","purine ribonucleoside metabolic process","8/1780","64/17913",0.301526617343009,0.666086880121219,0.558290928736749,"RHOA/GNAI3/ADK/MTRR/AK3/GMPS/IMPDH1/AMD1",8
"GO:0060135","maternal process involved in female pregnancy","8/1780","64/17913",0.301526617343009,0.666086880121219,0.558290928736749,"MAPK3/MED1/TMED2/UBE2A/PAM/DSG2/KPNA6/BMPR2",8
"GO:0061371","determination of heart left/right asymmetry","8/1780","64/17913",0.301526617343009,0.666086880121219,0.558290928736749,"ENG/MICAL2/SMAD3/MIB1/TMED2/MESP1/NOTO/PSEN1",8
"GO:0002090","regulation of receptor internalization","7/1780","55/17913",0.303708208260901,0.669588026180316,0.561225467973763,"ATXN2/UBQLN2/ANKRD13A/ATAD1/SCYL2/ARRB2/OPHN1",7
"GO:0031102","neuron projection regeneration","7/1780","55/17913",0.303708208260901,0.669588026180316,0.561225467973763,"BCL2/DAG1/CTNNA1/GRN/MAG/PTPRF/CERS2",7
"GO:0032615","interleukin-12 production","7/1780","55/17913",0.303708208260901,0.669588026180316,0.561225467973763,"RELA/HLA-G/THBS1/LILRA5/RIPK2/ARRB2/TLR3",7
"GO:0060997","dendritic spine morphogenesis","7/1780","55/17913",0.303708208260901,0.669588026180316,0.561225467973763,"CAPRIN1/EFNA1/SIPA1L1/CDC42/UBE3A/ACTR2/WASL",7
"GO:0098900","regulation of action potential","7/1780","55/17913",0.303708208260901,0.669588026180316,0.561225467973763,"GBA/JUP/SLC9A1/FLNA/SUMO1/DSG2/PKP2",7
"GO:0007007","inner mitochondrial membrane organization","5/1780","37/17913",0.304651177671408,0.669588026180316,0.561225467973763,"ATP5MC2/TIMM22/ATP5F1D/CHCHD3/ATP5F1B",5
"GO:0032467","positive regulation of cytokinesis","5/1780","37/17913",0.304651177671408,0.669588026180316,0.561225467973763,"NUP62/RHOA/CDC42/CUL3/SPAST",5
"GO:0045214","sarcomere organization","5/1780","37/17913",0.304651177671408,0.669588026180316,0.561225467973763,"KRT8/TPM1/FHOD3/ANKRD1/MYOZ1",5
"GO:0048488","synaptic vesicle endocytosis","5/1780","37/17913",0.304651177671408,0.669588026180316,0.561225467973763,"ARF6/ACTB/TOR1A/PPP3CB/CANX",5
"GO:0140238","presynaptic endocytosis","5/1780","37/17913",0.304651177671408,0.669588026180316,0.561225467973763,"ARF6/ACTB/TOR1A/PPP3CB/CANX",5
"GO:0021695","cerebellar cortex development","6/1780","46/17913",0.304980735896543,0.669588026180316,0.561225467973763,"ARCN1/LDB1/SERPINE2/MTPN/PTPN11/OPHN1",6
"GO:0030514","negative regulation of BMP signaling pathway","6/1780","46/17913",0.304980735896543,0.669588026180316,0.561225467973763,"SMAD6/SFRP1/NOG/FSTL3/LEMD3/PPM1A",6
"GO:0060324","face development","6/1780","46/17913",0.304980735896543,0.669588026180316,0.561225467973763,"DLX5/RRAS/NOG/MAPK3/PTPN11/RAB3GAP1",6
"GO:0090199","regulation of release of cytochrome c from mitochondria","6/1780","46/17913",0.304980735896543,0.669588026180316,0.561225467973763,"TP53/PPIF/PLAUR/CLU/TNFSF10/ARRB2",6
"GO:1904036","negative regulation of epithelial cell apoptotic process","6/1780","46/17913",0.304980735896543,0.669588026180316,0.561225467973763,"GATA3/TCF7L2/SERPINE1/CAST/NFE2L2/PDPK1",6
"GO:0008630","intrinsic apoptotic signaling pathway in response to DNA damage","11/1780","92/17913",0.305003020399932,0.669588026180316,0.561225467973763,"BAG6/SHISA5/SNW1/TNFRSF1A/BCL2/SNAI1/TP53/CLU/KDM1A/SKIL/SIRT1",11
"GO:0021782","glial cell development","13/1780","111/17913",0.308388455966675,0.676757928940429,0.567235031876549,"MED12/GSTP1/ILK/NCSTN/EIF2B1/EGFR/DAG1/GRN/CLU/MAG/SOX4/CD9/PSEN1",13
"GO:0000079","regulation of cyclin-dependent protein serine/threonine kinase activity","10/1780","83/17913",0.309001834355957,0.677578935266025,0.567923170913205,"CNPPD1/CDK7/EGFR/ACTB/GADD45A/ADAM17/IPO7/CCNC/GTF2H1/CASP3",10
"GO:0032410","negative regulation of transporter activity","10/1780","83/17913",0.309001834355957,0.677578935266025,0.567923170913205,"PPIF/WWP2/RRAD/REM2/APOA2/NEDD4/SUMO1/NDFIP1/YWHAE/UBQLN1",10
"GO:0060491","regulation of cell projection assembly","19/1780","168/17913",0.310553503034455,0.680717895196266,0.570554138294522,"BCAS3/CORO1C/ARF6/RAC1/ARPC2/WASF2/RHOG/PFN1/RDX/ATG3/TAPT1/CDC42/NOTO/EVL/NCKAP1/TCHP/RAB5A/SEPTIN7/WASL",19
"GO:0035264","multicellular organism growth","17/1780","149/17913",0.310685407616587,0.680743577849265,0.570575664603811,"BCL2/SP2/ADD1/EZR/TP53/HSF1/PLAC8/SELENOM/SH3PXD2B/TNKS2/AFG3L2/GAMT/TMED2/ZMPSTE24/RBBP6/TBL1XR1/PTPN11",17
"GO:0015980","energy derivation by oxidation of organic compounds","29/1780","264/17913",0.311870662751994,0.683076347187663,0.57253091098282,"SHMT2/NOA1/GSK3A/ACO2/VCP/PPP1CA/ATP5F1D/TP53/IDH3G/CS/NDUFS2/MDH2/OXA1L/GYS1/IL6ST/PPP1CC/NDUFA5/DLD/IDH3A/SUCLA2/COQ9/GFPT1/ISCU/PPP1CB/SDHD/COX8A/UQCRC2/PGM2/ETFRF1",29
"GO:0043405","regulation of MAP kinase activity","35/1780","322/17913",0.312333055929782,0.683653158668641,0.5730143743673,"NUP62/GBA/PEA15/SHC1/MAPKAPK3/PPP2R1A/GSTP1/ILK/GPS1/EGFR/SMPD1/DUSP3/FGFR1/PTK2B/SFRP1/ITGA1/MAPK3/GADD45A/THBS1/MAP3K7/TSG101/DNAJA1/LAMTOR3/CRK/RIPK2/MAP4K3/PDCD10/PTPN11/MAP3K2/PSEN1/HIPK3/HACD3/PIK3CB/PPP2CA/CRKL",35
"GO:0016358","dendrite development","24/1780","216/17913",0.312375419250431,0.683653158668641,0.5730143743673,"NCK2/ARF6/ILK/CAPRIN1/CARM1/RHOA/PLK2/RBFOX2/EFNA1/SIPA1L1/CAMK1D/CDC42/CRK/UBE3A/C21orf91/NEDD4/HDAC2/PSEN1/RAB21/ACTR2/ARF4/CRKL/PICALM/WASL",24
"GO:0070373","negative regulation of ERK1 and ERK2 cascade","9/1780","74/17913",0.31292931216424,0.684600859056877,0.573808703974598,"SMAD4/VRK3/EZR/GSTP1/DUSP3/CAMK2N1/TIMP3/RANBP9/ATF3",9
"GO:0002221","pattern recognition receptor signaling pathway","22/1780","197/17913",0.313739217620509,0.686107694441144,0.575071681149562,"MYD88/RELA/MAPKAPK3/PUM1/PIK3AP1/TBK1/MAP3K7/ITCH/RIPK2/TANK/CHUK/LSM14A/ARRB2/PDPK1/PUM2/ITGAM/RIOK3/UBE2D3/WDFY1/UBQLN1/NFKBIA/TLR3",22
