Tag	dynamicColors	mergedColors
GGTLC2	grey	grey
GALP	brown	brown
NUDT18	turquoise	brown
ATXN3L	grey	grey
PRKCG	brown	brown
ZBTB21	red	pink
TNIP2	brown	brown
RPUSD3	pink	pink
PRM3	grey	grey
FIBP	yellow	yellow
ADAMTSL4	grey	grey
PITX1	turquoise	brown
OR2K2	grey	grey
BSX	turquoise	brown
ATP5MF	yellow	yellow
ADCY8	turquoise	brown
NSL1	grey	grey
PROP1	grey	grey
XK	grey	grey
FXN	grey	grey
OLFM2	turquoise	brown
PIK3R6	turquoise	brown
CAPZA2	tan	pink
MAGEA11	grey	grey
NVL	grey	grey
FAM222A	brown	brown
RBM5	brown	brown
BTBD19	red	pink
HOXA1	grey	grey
MXD3	turquoise	brown
IFIT3	grey	grey
OTOL1	grey	grey
VDAC3	yellow	yellow
FAM49A	purple	pink
TSPAN6	grey	grey
TRIR	yellow	yellow
PALB2	grey	grey
CCDC185	brown	brown
KIAA2013	grey	grey
NEIL3	grey	grey
PLXNB2	grey	grey
STXBP5	blue	blue
VBP1	yellow	yellow
MED17	grey	grey
IRGC	grey	grey
CAVIN3	grey	grey
ZMYM5	grey	grey
FOXI2	turquoise	brown
TBCD	grey	grey
MIF	grey	grey
NUDT19	grey	grey
CYFIP1	grey	grey
NPFFR1	grey	grey
ZDHHC12	green	green
XBP1	greenyellow	pink
SAMD9	grey	grey
TP53INP1	red	pink
TRMT61B	grey	grey
GRM2	turquoise	brown
XRCC2	blue	blue
C5orf47	grey	grey
CELF1	turquoise	brown
PRC1	grey	grey
APEX2	grey	grey
F2RL3	turquoise	brown
SLC46A1	grey	grey
NHSL1	grey	grey
TREM1	grey	grey
ZNF641	brown	brown
ZNF729	blue	blue
GGACT	turquoise	brown
RGMB	brown	brown
RIPPLY1	grey	grey
COL6A1	brown	brown
SOCS4	grey	grey
STMN3	turquoise	brown
C22orf15	brown	brown
JADE3	grey	grey
WNT1	grey	grey
SELPLG	grey	grey
NLRP2	grey	grey
ZNF654	blue	blue
CHST2	grey	grey
FAM83A	turquoise	brown
CDK18	brown	brown
SMARCD2	grey	grey
ORM2	grey	grey
ELAC1	grey	grey
AMFR	purple	pink
OCLN	grey	grey
SGF29	grey	grey
PARM1	grey	grey
TFEC	grey	grey
TM2D2	grey	grey
SPATA31D1	grey	grey
KIT	grey	grey
SENP5	red	pink
CD9	black	black
TBX3	blue	blue
OR10A5	grey	grey
KRTAP12-2	grey	grey
ASNSD1	pink	pink
TMPRSS13	grey	grey
SNX22	tan	pink
CTAG2	grey	grey
BLVRB	blue	blue
MEF2D	magenta	green
C1orf87	brown	brown
SH2D3A	turquoise	brown
FATE1	turquoise	brown
ENO1	black	black
POLA1	blue	blue
COX5A	yellow	yellow
ANXA3	grey	grey
OR13C5	grey	grey
TAF9B	turquoise	brown
YIPF2	green	green
OR4C13	grey	grey
TCEAL1	grey	grey
VAMP2	green	green
YDJC	turquoise	brown
C4orf50	grey	grey
UBE2G1	yellow	yellow
PUM2	pink	pink
MBOAT4	grey	grey
RAB15	grey	grey
SMCP	grey	grey
TOM1L2	grey	grey
EFS	grey	grey
C5orf63	grey	grey
FCGR1B	grey	grey
IDH3B	yellow	yellow
IPP	grey	grey
CST2	grey	grey
CLIP3	turquoise	brown
ITGA2B	brown	brown
OTUD1	grey	grey
ERMARD	grey	grey
ABCD3	grey	grey
LSS	grey	grey
SPCS1	yellow	yellow
C2orf50	grey	grey
PCDHGB2	grey	grey
RHOG	green	green
POLR2L	grey	grey
CASP1	grey	grey
EHD2	pink	pink
TFPI	red	pink
E2F8	grey	grey
KIF13A	blue	blue
SGCZ	grey	grey
DMBX1	turquoise	brown
TAS2R43	blue	blue
SBF2	red	pink
INSL3	grey	grey
ZNF502	grey	grey
MS4A14	grey	grey
GRASP	turquoise	brown
ZXDB	grey	grey
CCDC124	grey	grey
PHGR1	grey	grey
PIFO	grey	grey
KIF1A	turquoise	brown
CSF3R	magenta	green
ALKAL1	turquoise	brown
STAT3	grey	grey
CD24	grey	grey
OSM	brown	brown
CCL19	grey	grey
GPR22	grey	grey
ACSL1	grey	grey
VCAM1	grey	grey
RASGEF1B	grey	grey
MNDA	grey	grey
GIN1	grey	grey
OR6C4	grey	grey
IL1B	grey	grey
GCLC	grey	grey
ALG8	purple	pink
RCAN3	grey	grey
OCIAD1	brown	brown
EXOSC4	blue	blue
ATP1A3	brown	brown
DEFB126	grey	grey
FAM218A	brown	brown
LRPPRC	blue	blue
PHKB	blue	blue
ABI3BP	grey	grey
TMEM132D	brown	brown
CCNI	greenyellow	pink
MRPL13	yellow	yellow
MLXIPL	turquoise	brown
ITGAM	red	pink
N4BP2L2	blue	blue
IL27	turquoise	brown
CACFD1	turquoise	brown
LARGE2	grey	grey
C6orf226	turquoise	brown
VPS72	green	green
STIL	grey	grey
SOX15	brown	brown
MKRN2OS	grey	grey
SAFB	grey	grey
CRHBP	grey	grey
MPC1L	turquoise	brown
LDLR	grey	grey
MPHOSPH8	blue	blue
PLA2G10	grey	grey
KLK12	brown	brown
GIGYF1	red	pink
SLC28A1	grey	grey
CCNJ	grey	grey
SCPEP1	grey	grey
LYPLAL1	grey	grey
TMED3	black	black
GMPR	grey	grey
OR5AS1	grey	grey
COPS4	tan	pink
BPIFB1	turquoise	brown
FKBP7	grey	grey
TGFBR3L	turquoise	brown
ADRA1D	grey	grey
FBN3	turquoise	brown
NCK1	turquoise	brown
ARID2	blue	blue
CYB5R4	grey	grey
PTPN2	blue	blue
OR5P2	grey	grey
MSL1	grey	grey
UBLCP1	red	pink
MOCS3	grey	grey
RBL2	turquoise	brown
SSBP3	blue	blue
RPL18	yellow	yellow
BBS10	grey	grey
CHCHD4	grey	grey
EXOC3L2	turquoise	brown
CEP57	blue	blue
OR1L6	grey	grey
CPXM2	grey	grey
FOXN2	red	pink
PAXBP1	blue	blue
SPATA12	grey	grey
PVRIG	grey	grey
PRMT6	grey	grey
NCSTN	magenta	green
ISCA1	yellow	yellow
TRIM24	greenyellow	pink
RIOK3	purple	pink
SPTLC2	grey	grey
FMN1	blue	blue
MRPL19	tan	pink
SLC27A3	turquoise	brown
SYCN	grey	grey
TMEM30B	grey	grey
C5orf30	grey	grey
AQP11	grey	grey
NLK	greenyellow	pink
LMBR1L	grey	grey
FHOD3	black	black
CLCN3	blue	blue
PSG9	grey	grey
EIF2B1	magenta	green
APOL3	grey	grey
NPHS2	grey	grey
DDX1	pink	pink
CCL8	grey	grey
RNPS1	green	green
BCL2L15	grey	grey
PSME4	blue	blue
CAMSAP2	blue	blue
MXRA8	turquoise	brown
TMEM39A	red	pink
COPB1	pink	pink
PRSS8	green	green
MT1A	grey	grey
EIF2B2	yellow	yellow
TEPP	brown	brown
TMEM163	grey	grey
ABHD2	blue	blue
MCU	turquoise	brown
SLC28A2	grey	grey
LCN6	turquoise	brown
ELOVL1	green	green
SLC41A2	grey	grey
SEPTIN12	brown	brown
CTAGE1	grey	grey
FABP2	grey	grey
CABLES1	grey	grey
TGM3	grey	grey
OR52A5	grey	grey
KLF15	turquoise	brown
RHCG	turquoise	brown
KCND1	turquoise	brown
LHX6	turquoise	brown
FUT8	turquoise	brown
MAPK12	turquoise	brown
EXOSC10	green	green
ESPL1	brown	brown
SERTAD4	grey	grey
UPP1	grey	grey
TMCO3	grey	grey
TAF1C	grey	grey
APOBEC3D	grey	grey
NMU	grey	grey
SEPTIN10	grey	grey
ZC3HAV1	grey	grey
TMEM200B	turquoise	brown
NECTIN4	grey	grey
SDSL	grey	grey
PNRC1	green	green
TRABD2A	brown	brown
ADORA2B	grey	grey
MYLPF	turquoise	brown
PDS5A	blue	blue
ZNF845	red	pink
MYH14	brown	brown
NAP1L3	grey	grey
ZNF442	brown	brown
TIFAB	grey	grey
CDH4	turquoise	brown
ECHDC3	grey	grey
BHLHA15	turquoise	brown
SLC3A2	magenta	green
CCDC105	turquoise	brown
TMIE	brown	brown
PITPNC1	grey	grey
GPR1	grey	grey
MASTL	grey	grey
SNX27	blue	blue
CAVIN2	grey	grey
TRUB2	yellow	yellow
B3GNT5	grey	grey
LINGO1	turquoise	brown
FGF17	brown	brown
EGFR	magenta	green
BARX2	blue	blue
GPR61	brown	brown
PLCL1	grey	grey
MAP3K1	grey	grey
CYB5R3	green	green
LY6K	grey	grey
OR4K13	grey	grey
DHRS11	turquoise	brown
YWHAE	purple	pink
AIPL1	turquoise	brown
OR5AP2	grey	grey
UBE2J1	tan	pink
SNX11	grey	grey
TXN	yellow	yellow
HSH2D	turquoise	brown
PLAC9	turquoise	brown
PAGE2	grey	grey
ZBTB45	grey	grey
IRX3	turquoise	brown
MYPOP	grey	grey
OR51B6	grey	grey
TMEM174	grey	grey
RTN4RL2	turquoise	brown
VAMP4	grey	grey
CBLN3	brown	brown
BCS1L	blue	blue
ZNF70	grey	grey
NAE1	blue	blue
DIO3	grey	grey
C3orf70	grey	grey
SECISBP2L	blue	blue
VAT1	black	black
SFTPD	brown	brown
MSH5	brown	brown
PHLPP1	pink	pink
NUPR2	grey	grey
CTSZ	black	black
PLA2G1B	grey	grey
ARL6IP5	purple	pink
POU2AF1	turquoise	brown
OR5H2	grey	grey
LAGE3	turquoise	brown
DCSTAMP	grey	grey
PKLR	brown	brown
LONRF2	grey	grey
GRM1	turquoise	brown
SYNGR2	grey	grey
SULT2B1	green	green
LRRIQ4	grey	grey
ISM1	grey	grey
PLEKHD1	brown	brown
KBTBD6	grey	grey
ZMAT2	grey	grey
GMPPA	grey	grey
CHP1	green	green
ZNF679	grey	grey
YAP1	grey	grey
PLPP6	grey	grey
SCUBE2	black	black
INTS6L	blue	blue
OR8S1	grey	grey
MANSC4	grey	grey
DNAJC4	green	green
ANOS1	turquoise	brown
ASXL2	turquoise	brown
FAM219A	grey	grey
KRT26	grey	grey
SIRPG	grey	grey
FBXL4	grey	grey
P4HB	greenyellow	pink
BAG4	grey	grey
CTSC	grey	grey
CD1A	blue	blue
EIF2AK4	black	black
ACP2	grey	grey
MAPK3	black	black
DCAF12	grey	grey
OR6B3	blue	blue
MRPL22	yellow	yellow
SENP6	blue	blue
GIMAP4	grey	grey
EHD4	grey	grey
SFN	grey	grey
CD209	grey	grey
ZNF431	grey	grey
PTPN12	grey	grey
SCT	turquoise	brown
KRBA2	grey	grey
PABPC3	grey	grey
CAB39	grey	grey
CLPP	blue	blue
NDUFA12	yellow	yellow
CSNK2A3	magenta	green
GDF10	grey	grey
OR4X2	grey	grey
CA12	grey	grey
PSMD2	pink	pink
TDRD3	grey	grey
YWHAQ	grey	grey
UBL7	green	green
TOM1L1	yellow	yellow
ZNF718	grey	grey
ARHGEF16	turquoise	brown
AP5M1	red	pink
TRAPPC2B	grey	grey
COPS3	yellow	yellow
DYRK3	red	pink
DAZAP2	green	green
CRTC2	green	green
GALNT3	black	black
MFAP5	grey	grey
OR56A5	grey	grey
CLDN7	grey	grey
UBE2F	yellow	yellow
ZMYM4	red	pink
AP2S1	blue	blue
SLC39A5	turquoise	brown
IPO5	grey	grey
PCDHB11	grey	grey
BCL6	grey	grey
ADIPOR2	grey	grey
RGS1	black	black
TBC1D9	blue	blue
SLC46A2	turquoise	brown
NDRG1	grey	grey
CD200R1	grey	grey
RPN1	greenyellow	pink
GPAT4	turquoise	brown
MUC20	grey	grey
ANXA7	grey	grey
SARS2	grey	grey
HTN3	grey	grey
HAND1	grey	grey
EIF4EBP2	grey	grey
CDV3	greenyellow	pink
WASHC1	grey	grey
QSER1	grey	grey
GABRB1	grey	grey
TAS2R13	grey	grey
COL9A2	brown	brown
UBE3C	pink	pink
TALDO1	grey	grey
OR6S1	grey	grey
FBXL5	grey	grey
KRT31	grey	grey
SIGLECL1	grey	grey
ATF2	turquoise	brown
STX4	grey	grey
C1orf54	grey	grey
CLTRN	grey	grey
LAIR2	black	black
ATP6V1F	purple	pink
CARF	grey	grey
GCHFR	turquoise	brown
TMEM37	grey	grey
SLC22A31	turquoise	brown
XKR8	grey	grey
KCTD8	blue	blue
AGA	black	black
ISCA2	grey	grey
CCDC189	turquoise	brown
TTPAL	grey	grey
FNBP1	grey	grey
TRAPPC3	tan	pink
CRLS1	grey	grey
FAM107A	grey	grey
UBALD2	grey	grey
VSTM5	grey	grey
IFNAR1	grey	grey
UBQLN2	green	green
NACC1	turquoise	brown
DRG2	grey	grey
KDR	grey	grey
MAGEA3	grey	grey
LGALS4	grey	grey
GRAMD2B	red	pink
MPHOSPH9	blue	blue
PGM3	blue	blue
TEX30	grey	grey
KCNJ6	turquoise	brown
PHF14	blue	blue
OR5AN1	grey	grey
TMEM273	magenta	green
WWC2	blue	blue
SRARP	grey	grey
STOM	grey	grey
MAGEE2	grey	grey
TTC32	grey	grey
ZNF880	purple	pink
COMTD1	turquoise	brown
SPINK6	grey	grey
REEP1	black	black
ITGBL1	grey	grey
ZNF513	grey	grey
INHBE	brown	brown
DHX58	turquoise	brown
SYNGR1	grey	grey
RBMX2	yellow	yellow
IGSF23	grey	grey
SPANXN4	grey	grey
HSD17B10	grey	grey
GP6	grey	grey
SLC9A1	magenta	green
CHMP7	yellow	yellow
ARIH2	blue	blue
ZNF660	grey	grey
COPG2	grey	grey
PIK3R4	blue	blue
PARD3	grey	grey
ANKRD40CL	grey	grey
OR6A2	grey	grey
MRPS30	grey	grey
IL1RAPL1	grey	grey
RETN	grey	grey
MRPS35	yellow	yellow
DELE1	grey	grey
ABRACL	grey	grey
MUTYH	turquoise	brown
ENPP2	grey	grey
WNT16	grey	grey
PDP1	grey	grey
AIF1L	grey	grey
PEX10	turquoise	brown
SCO1	grey	grey
MYOZ2	grey	grey
TACR1	grey	grey
OSBPL7	brown	brown
SNRPE	grey	grey
NUP133	blue	blue
ADAM23	grey	grey
HMCES	grey	grey
TVP23C-CDRT4	grey	grey
CCNDBP1	grey	grey
ZNF319	grey	grey
RMI2	turquoise	brown
GPR142	grey	grey
PTP4A3	blue	blue
ADPRM	grey	grey
KCNH1	grey	grey
OGFOD3	grey	grey
MME	grey	grey
OR4C6	grey	grey
MAPRE2	black	black
ACIN1	blue	blue
FBXO21	grey	grey
PDK4	grey	grey
COPS7A	green	green
CEACAM20	grey	grey
NPFFR2	grey	grey
ZNF79	grey	grey
EXOSC5	grey	grey
SKP2	grey	grey
OR51E1	grey	grey
FOXL1	grey	grey
ZKSCAN8	grey	grey
RAB20	turquoise	brown
TMEM107	grey	grey
SMURF1	grey	grey
YRDC	yellow	yellow
GRIN1	turquoise	brown
ABT1	grey	grey
ATG5	grey	grey
KRTAP4-6	grey	grey
EFNA5	grey	grey
OR8H1	grey	grey
AGT	turquoise	brown
COA3	yellow	yellow
CEACAM8	grey	grey
SRP14	yellow	yellow
PATE1	grey	grey
POLD3	grey	grey
PRDM12	turquoise	brown
ANKRD17	blue	blue
PLA2G12B	grey	grey
TERF2IP	grey	grey
SLC27A4	grey	grey
KRTAP5-2	grey	grey
SULF2	grey	grey
ALG3	green	green
ZBTB3	grey	grey
NBPF3	blue	blue
WDSUB1	grey	grey
KLF16	grey	grey
PLAG1	grey	grey
FBXO46	turquoise	brown
SPSB2	turquoise	brown
ETDB	grey	grey
C20orf27	turquoise	brown
HDAC1	purple	pink
ZNF461	tan	pink
DDX21	grey	grey
HSPA12A	brown	brown
ZBTB8OS	grey	grey
IFNK	grey	grey
HABP4	brown	brown
SNX12	grey	grey
SCARA5	turquoise	brown
CXCR6	black	black
FZD6	grey	grey
DDX60L	grey	grey
LCE1C	grey	grey
SPEM1	grey	grey
CALN1	brown	brown
CCNB2	grey	grey
MBNL3	pink	pink
MAL2	grey	grey
ATP6V1D	tan	pink
F10	turquoise	brown
RFWD3	pink	pink
BLVRA	grey	grey
AP2A1	magenta	green
ZNF823	grey	grey
TMEM92	grey	grey
SH2D2A	turquoise	brown
TMEM143	brown	brown
C16orf92	grey	grey
LARP6	turquoise	brown
PTGDR	grey	grey
JAM2	black	black
CDX1	turquoise	brown
OR4F15	grey	grey
SMIM10	grey	grey
MARK4	turquoise	brown
SPIN2B	turquoise	brown
DHRS7	black	black
CILP	brown	brown
NSFL1C	green	green
TNFRSF18	turquoise	brown
WAS	brown	brown
PKN1	turquoise	brown
GPX4	yellow	yellow
DNAJC8	yellow	yellow
OR11L1	grey	grey
HSBP1L1	yellow	yellow
HSP90AA1	tan	pink
OR5B3	grey	grey
KIAA1211L	turquoise	brown
EIF5AL1	grey	grey
DNAAF3	brown	brown
THAP4	grey	grey
MC4R	grey	grey
PPM1E	brown	brown
CD44	grey	grey
TMEM81	grey	grey
FAM124A	turquoise	brown
PMP22	grey	grey
FIS1	grey	grey
ARMC8	red	pink
STIM1	grey	grey
MYH11	grey	grey
C1orf174	blue	blue
REEP5	purple	pink
FBL	grey	grey
TPSG1	grey	grey
DPY19L2	grey	grey
GPR148	grey	grey
ADH1B	grey	grey
HEXIM1	grey	grey
TPPP3	green	green
GJB5	grey	grey
HMOX2	grey	grey
SLC22A18AS	brown	brown
DOCK9	blue	blue
ZBTB44	pink	pink
RTL9	grey	grey
SAMD4B	magenta	green
MYBL2	turquoise	brown
AP2B1	magenta	green
SLC34A1	grey	grey
HCLS1	grey	grey
ZNF277	grey	grey
LHX4	grey	grey
IPO9	magenta	green
COMT	green	green
EPS15	blue	blue
TLR7	grey	grey
LBHD1	blue	blue
FIGN	grey	grey
OR3A2	grey	grey
GLG1	magenta	green
FAM71F2	grey	grey
YIPF4	tan	pink
TMEM53	grey	grey
KCTD13	grey	grey
NLRP11	grey	grey
IMPA2	grey	grey
CCL24	turquoise	brown
TEX36	grey	grey
CD48	grey	grey
CHPF	grey	grey
CLDN17	grey	grey
CBLL2	grey	grey
RPL36	yellow	yellow
DNMT3L	pink	pink
TLNRD1	grey	grey
TDRD10	brown	brown
C14orf180	turquoise	brown
ZNF687	grey	grey
PHETA2	grey	grey
SLC22A18	turquoise	brown
SH3RF3	brown	brown
SMC3	red	pink
RTN4R	turquoise	brown
OR1M1	grey	grey
DTL	grey	grey
EMD	grey	grey
ACP4	turquoise	brown
SMAD7	grey	grey
DIMT1	grey	grey
OR6Y1	grey	grey
TAX1BP3	grey	grey
SLCO4A1	grey	grey
HACL1	yellow	yellow
DACT2	grey	grey
TMEM114	grey	grey
PPP1R12A	blue	blue
ZBED3	brown	brown
FICD	grey	grey
MGP	grey	grey
MAOA	grey	grey
PFDN4	tan	pink
SCFD2	grey	grey
SLC4A1AP	magenta	green
EPHX2	grey	grey
MRPL58	yellow	yellow
C4orf36	yellow	yellow
SNRPA1	purple	pink
TBKBP1	turquoise	brown
LCTL	turquoise	brown
UBQLN3	grey	grey
SFPQ	blue	blue
OR2T4	grey	grey
LHFPL3	turquoise	brown
PCNX1	turquoise	brown
DHX57	grey	grey
ANKS1A	magenta	green
SGTA	grey	grey
POLE3	grey	grey
KDM1A	black	black
BAG2	grey	grey
IRX4	turquoise	brown
ZNF683	grey	grey
MKRN1	grey	grey
PRAP1	brown	brown
ITGB2	turquoise	brown
EXT1	grey	grey
EIF4A2	grey	grey
PI3	grey	grey
LSM8	grey	grey
TMEM126B	grey	grey
HMG20B	grey	grey
LSM5	grey	grey
C12orf4	red	pink
PYDC2	grey	grey
SYCE3	grey	grey
NACA	grey	grey
THRAP3	brown	brown
C2orf69	grey	grey
SPPL3	purple	pink
C5orf46	black	black
PLD3	grey	grey
UBE2D3	tan	pink
CHD1	blue	blue
RCOR1	grey	grey
VPS37C	brown	brown
KCTD11	grey	grey
DLGAP5	grey	grey
SPANXN5	grey	grey
ZBTB7A	grey	grey
GNB4	grey	grey
NKX2-1	brown	brown
TMX1	grey	grey
FNIP2	grey	grey
BID	brown	brown
RPEL1	grey	grey
MBD2	greenyellow	pink
ASGR2	grey	grey
PDE1B	turquoise	brown
PROX1	turquoise	brown
ADO	grey	grey
ATP5MC1	yellow	yellow
OSCAR	turquoise	brown
OR6T1	grey	grey
CPD	pink	pink
RCVRN	grey	grey
BTG2	grey	grey
ACPP	grey	grey
PLLP	grey	grey
SYTL5	grey	grey
ICAM4	brown	brown
ATPAF1	tan	pink
NDUFAF1	grey	grey
ELP4	grey	grey
MLX	yellow	yellow
CYB5R1	purple	pink
UBA1	grey	grey
JUNB	grey	grey
UBE2Q2	greenyellow	pink
KTN1	blue	blue
SMC6	blue	blue
IL1R1	grey	grey
HCN3	turquoise	brown
TENT5A	magenta	green
RPL21	yellow	yellow
WDFY1	red	pink
XRCC3	brown	brown
MRS2	grey	grey
KRTAP21-3	grey	grey
PLAT	blue	blue
ATXN2L	magenta	green
OR6C70	grey	grey
CLCN5	grey	grey
OR10H5	grey	grey
C2orf88	grey	grey
MTCH2	yellow	yellow
NTN1	turquoise	brown
MADD	grey	grey
VWA5A	grey	grey
TOMM20	yellow	yellow
ALDH3A2	grey	grey
GPR62	grey	grey
HSPA5	grey	grey
SLC7A4	grey	grey
IQCF1	grey	grey
HNRNPR	red	pink
CYP2C19	grey	grey
CYGB	blue	blue
NFS1	grey	grey
CA4	turquoise	brown
SELP	grey	grey
FIGNL2	grey	grey
ADGRA2	grey	grey
QPRT	grey	grey
TMEM191C	turquoise	brown
INSM2	grey	grey
KHDC4	grey	grey
AGFG2	grey	grey
NCF4	grey	grey
PTTG2	grey	grey
PCDHB5	grey	grey
TCP10L2	magenta	green
UBR2	blue	blue
ANKRA2	grey	grey
STYK1	grey	grey
GPATCH11	grey	grey
CALM3	grey	grey
TXNDC5	grey	grey
TRIM21	grey	grey
NIPA1	grey	grey
UBE2Q1	green	green
MEX3D	turquoise	brown
MSRB1	grey	grey
TIAL1	blue	blue
TM9SF2	magenta	green
FNDC9	grey	grey
FDX1	grey	grey
NOL8	blue	blue
B3GNT2	grey	grey
DRD3	blue	blue
EFTUD2	magenta	green
GPR4	grey	grey
PPP1R37	turquoise	brown
CASC4	blue	blue
NKX6-2	turquoise	brown
HYAL4	blue	blue
KPNA6	pink	pink
UVRAG	blue	blue
ARL2	blue	blue
ACVR1	turquoise	brown
CAPRIN1	magenta	green
NRK	blue	blue
ZNF383	grey	grey
MED21	grey	grey
MAGEA6	grey	grey
TRAM2	greenyellow	pink
MTHFD1L	grey	grey
YY1AP1	grey	grey
UBQLN1	tan	pink
OR4C46	grey	grey
SOX12	brown	brown
FLII	green	green
FAM24A	grey	grey
AADACL3	black	black
FAM98A	grey	grey
SPACA7	brown	brown
VPS37A	red	pink
PDIA6	grey	grey
KRT7	grey	grey
CR1	grey	grey
P2RX4	grey	grey
CPE	brown	brown
TLK2	blue	blue
TXNL4A	grey	grey
DEFB131A	grey	grey
SH3BGRL2	pink	pink
CDCA4	grey	grey
ARMCX1	grey	grey
UPK1A	grey	grey
NARS2	grey	grey
METTL27	grey	grey
PSMD5	greenyellow	pink
PRR30	turquoise	brown
HIP1R	turquoise	brown
NUDT4B	grey	grey
CHST12	turquoise	brown
FOXRED2	turquoise	brown
C2orf15	grey	grey
DDX59	grey	grey
RGS17	red	pink
SOX10	turquoise	brown
PIK3C2B	grey	grey
RAB2A	tan	pink
DPF3	magenta	green
ARL4D	grey	grey
PPWD1	blue	blue
CENPS	grey	grey
ZC3H13	blue	blue
OOEP	grey	grey
SNRPG	grey	grey
POLR2H	yellow	yellow
CRIP2	grey	grey
KCNJ10	turquoise	brown
BAHD1	grey	grey
ZNF446	brown	brown
DTX3L	grey	grey
FPR3	grey	grey
NUDT12	grey	grey
SORT1	grey	grey
SPRY4	grey	grey
DNAJA4	brown	brown
GTSE1	turquoise	brown
DAG1	magenta	green
TP53	green	green
SLC5A2	turquoise	brown
C9orf16	brown	brown
SP5	turquoise	brown
TASOR2	blue	blue
CHAD	turquoise	brown
NKX2-6	greenyellow	pink
POU3F3	turquoise	brown
DEDD2	blue	blue
SPRR1B	grey	grey
ITGA4	grey	grey
GOPC	grey	grey
SIAH2	green	green
PDGFRB	grey	grey
ACTR2	pink	pink
LRRC37A2	grey	grey
POLH	grey	grey
FZD9	grey	grey
CTNNAL1	grey	grey
OAT	grey	grey
GSTK1	purple	pink
C11orf1	yellow	yellow
EFNB3	brown	brown
IFNE	grey	grey
GOT2	grey	grey
ZNF728	grey	grey
B4GALNT2	turquoise	brown
EVPL	turquoise	brown
RPTN	grey	grey
SPRR2F	grey	grey
TRIM35	turquoise	brown
VPS28	green	green
FOXD2	grey	grey
LYRM1	grey	grey
SULT1C3	grey	grey
ZFP3	grey	grey
CSTB	blue	blue
HS3ST3A1	grey	grey
EPHA8	brown	brown
ASCL2	turquoise	brown
PCBP2	green	green
DYNLL2	grey	grey
ZNF655	blue	blue
ALPK2	grey	grey
ZNF674	grey	grey
CCT8	tan	pink
LEXM	turquoise	brown
ZNF174	grey	grey
TMIGD1	grey	grey
DNAJC25	grey	grey
DCLRE1A	blue	blue
PPDPF	grey	grey
KRT17	grey	grey
PSMC3IP	grey	grey
ANAPC10	blue	blue
NT5E	grey	grey
LGALS7B	turquoise	brown
MEAF6	grey	grey
PRADC1	turquoise	brown
TMEM263	turquoise	brown
TMEM230	tan	pink
RPA2	grey	grey
C14orf119	yellow	yellow
PCIF1	green	green
MYF5	brown	brown
COX20	blue	blue
ZNF878	grey	grey
FZD1	grey	grey
SAA2	grey	grey
POU1F1	grey	grey
HSPA8	grey	grey
COX6A2	grey	grey
SPTSSA	grey	grey
OR2B11	grey	grey
LCE2C	grey	grey
FEZF1	turquoise	brown
OR5W2	grey	grey
ZNHIT1	blue	blue
TSPAN5	turquoise	brown
PSMG3	grey	grey
SSX1	grey	grey
RLN3	grey	grey
NAPG	greenyellow	pink
IDH3G	green	green
PAF1	grey	grey
EIF3L	yellow	yellow
LIG4	grey	grey
LIN37	green	green
SHISA8	turquoise	brown
ST3GAL4	purple	pink
ASIC1	turquoise	brown
CEP95	blue	blue
NUDT13	grey	grey
SORCS2	turquoise	brown
AMELX	grey	grey
SCARB1	magenta	green
OR5T3	grey	grey
ALOX5AP	grey	grey
PRRT2	brown	brown
ZNF814	blue	blue
SLC13A3	grey	grey
TM6SF1	grey	grey
GZMK	grey	grey
ZNF532	grey	grey
RPS28	yellow	yellow
PMP2	grey	grey
SNX20	brown	brown
BMP6	grey	grey
SLC25A36	blue	blue
SMAD3	black	black
DYNLT1	grey	grey
ZNF83	blue	blue
INO80B-WBP1	yellow	yellow
IFI44	grey	grey
TMEM170B	grey	grey
GOLT1B	pink	pink
PDPN	grey	grey
LPAR1	grey	grey
RB1CC1	blue	blue
UBE2U	grey	grey
CRHR1	turquoise	brown
FAT2	black	black
TRIM50	brown	brown
SLC9A6	grey	grey
PAQR7	grey	grey
APBA2	brown	brown
TUBB4A	blue	blue
OR2A14	grey	grey
MFSD14A	purple	pink
OR2A4	grey	grey
SNTA1	turquoise	brown
LSM7	grey	grey
FARSB	grey	grey
SPINK4	grey	grey
TRIM71	greenyellow	pink
CD99L2	grey	grey
GAPVD1	pink	pink
PHOX2A	turquoise	brown
TSHZ3	grey	grey
ST7L	grey	grey
GSKIP	grey	grey
TRARG1	grey	grey
OSBPL2	green	green
TAB3	turquoise	brown
MANF	grey	grey
ACTR1A	green	green
TFCP2	grey	grey
HEY2	grey	grey
FOXE1	grey	grey
S100A6	grey	grey
RNF113B	grey	grey
COQ5	grey	grey
PDE12	grey	grey
SSRP1	grey	grey
JAK2	grey	grey
MIEN1	yellow	yellow
SMIM35	grey	grey
NRG2	brown	brown
ART5	turquoise	brown
VCX3B	brown	brown
XRCC1	green	green
CENPN	grey	grey
ITPKA	turquoise	brown
PCF11	blue	blue
ATF7	grey	grey
CATSPER4	turquoise	brown
COX8A	purple	pink
P2RX2	turquoise	brown
ZNF664	brown	brown
KCNS1	brown	brown
HAX1	yellow	yellow
THSD7B	brown	brown
DPPA4	grey	grey
FAM8A1	grey	grey
PLAA	turquoise	brown
CLEC4D	grey	grey
BTN3A1	grey	grey
FAM71A	brown	brown
